,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
262,Honda CBR-250R,100000,2014,Individual,1st owner,19000,199275.0,Two Wheeler,Petrol,NaN
263,Bajaj Kristal,15000,2007,Individual,1st owner,30000,,Two Wheeler,Petrol,NaN
264,Hero Honda Splendor Plus,20000,2006,Individual,1st owner,23000,,Two Wheeler,Petrol,NaN
265,Honda Dream Yuga,35000,2014,Individual,1st owner,10000,56147.0,Two Wheeler,Petrol,NaN
266,Yamaha FZ S V 2.0,50000,2016,Individual,1st owner,40000,87042.0,Two Wheeler,Petrol,NaN
267,Hero Xpulse 200,90000,2019,Individual,1st owner,8600,107500.0,Two Wheeler,Petrol,NaN
268,Bajaj V15,40000,2016,Individual,1st owner,45000,67187.0,Two Wheeler,Petrol,NaN
269,Bajaj Avenger Street 220,80000,2016,Individual,1st owner,7200,95955.0,Two Wheeler,Petrol,NaN
270,Bajaj Discover 135,20000,2010,Individual,1st owner,31195,,Two Wheeler,Petrol,NaN
271,Honda CB Unicorn 150,70000,2017,Individual,1st owner,18000,74295.0,Two Wheeler,Petrol,NaN
272,Vespa SXL 149,98000,2019,Individual,1st owner,1000,,Two Wheeler,Petrol,NaN
273,Royal Enfield Machismo,75000,2008,Individual,2nd owner,17000,,Two Wheeler,Petrol,NaN
274,Honda CB Shine SP,50000,2016,Individual,1st owner,46000,67214.0,Two Wheeler,Petrol,NaN
275,Honda CB Unicorn 150,40000,2014,Individual,1st owner,77592,74295.0,Two Wheeler,Petrol,NaN
276,Honda CB Unicorn 150,75000,2013,Individual,1st owner,54000,74295.0,Two Wheeler,Petrol,NaN
277,Honda CB Unicorn 150,50000,2013,Individual,1st owner,17000,74295.0,Two Wheeler,Petrol,NaN
278,Bajaj Pulsar 150,60000,2014,Individual,1st owner,60000,,Two Wheeler,Petrol,NaN
279,TVS Apache RTR 160,50000,2016,Individual,1st owner,40000,,Two Wheeler,Petrol,NaN
280,Honda Dio,35000,2014,Individual,1st owner,25000,,Two Wheeler,Petrol,NaN
281,Royal Enfield Thunderbird 350,160000,2018,Individual,1st owner,19000,,Two Wheeler,Petrol,NaN
282,Hero Maestro,25000,2015,Individual,2nd owner,40000,49412.0,Two Wheeler,Petrol,NaN
283,Hero Honda CBZ extreme,42000,2010,Individual,1st owner,51000,,Two Wheeler,Petrol,NaN
284,Bajaj Dominar 400,200000,2019,Individual,1st owner,7600,,Two Wheeler,Petrol,NaN
285,Honda Activa 125,40000,2014,Individual,1st owner,14965,,Two Wheeler,Petrol,NaN
286,Royal Enfield Classic Desert Storm,130000,2015,Individual,2nd owner,25000,181445.0,Two Wheeler,Petrol,NaN
287,KTM 250 Duke,195000,2019,Individual,1st owner,6000,,Two Wheeler,Petrol,NaN
288,KTM RC 390,270000,2019,Individual,1st owner,2380,,Two Wheeler,Petrol,NaN
289,Kawasaki Ninja 650 [2018-2019],425000,2017,Individual,2nd owner,13600,599000.0,Two Wheeler,Petrol,NaN
290,TVS Apache RTR 200 4V,85000,2018,Individual,1st owner,10000,,Two Wheeler,Petrol,NaN
291,Kawasaki Ninja 250R,125000,2010,Individual,2nd owner,21000,317934.0,Two Wheeler,Petrol,NaN
292,TVS Wego,45000,2018,Individual,1st owner,10000,54760.0,Two Wheeler,Petrol,NaN
293,Honda CBR-250R,85000,2014,Individual,2nd owner,18600,171646.0,Two Wheeler,Petrol,NaN
294,Bajaj Pulsar NS200,85000,2018,Individual,1st owner,7750,,Two Wheeler,Petrol,NaN
295,Suzuki GSX S750,760000,2019,Individual,1st owner,2800,752020.0,Two Wheeler,Petrol,NaN
296,Royal Enfield Thunderbird 350,100000,2015,Individual,1st owner,30000,,Two Wheeler,Petrol,NaN
297,Royal Enfield Classic 350,95000,2015,Individual,1st owner,9800,,Two Wheeler,Petrol,NaN
298,Honda CB Shine SP,48000,2015,Individual,1st owner,25000,67469.0,Two Wheeler,Petrol,NaN
299,Bajaj Avenger Street 150 [2018],40000,2016,Individual,1st owner,29689,80435.0,Two Wheeler,Petrol,NaN
300,Honda CBF Stunner,37000,2014,Individual,1st owner,43000,58757.0,Two Wheeler,Petrol,NaN
301,Bajaj Avenger [2015],38000,2014,Individual,2nd owner,28243,75502.0,Two Wheeler,Petrol,NaN
302,Suzuki Gixxer [2014-2018],55000,2015,Individual,1st owner,25000,78316.0,Two Wheeler,Petrol,NaN
303,Suzuki Access 125,45000,2017,Individual,1st owner,22300,,Two Wheeler,Petrol,NaN
304,TVS Scooty Streak,18000,2009,Individual,2nd owner,33595,44140.0,Two Wheeler,Petrol,NaN
305,Royal Enfield Thunderbird 350X,140000,2018,Individual,1st owner,5505,,Two Wheeler,Petrol,NaN
306,Yamaha Rx,70000,2000,Individual,3rd owner,5000,,Two Wheeler,Petrol,NaN
307,Hero Honda Splendor Plus,15000,2007,Individual,1st owner,30000,,Two Wheeler,Petrol,NaN
308,Bajaj Pulsar 125,65000,2019,Individual,1st owner,16000,,Two Wheeler,Petrol,NaN
309,Honda Activa 5G,42000,2018,Individual,1st owner,22000,57557.0,Two Wheeler,Petrol,NaN
310,Yamaha Fazer Dlx,58000,2012,Individual,1st owner,40000,,Two Wheeler,Petrol,NaN
311,Harley-Davidson Street 750,330000,2014,Individual,4th owner,6500,534000.0,Two Wheeler,Petrol,NaN
312,Hero Xtreme 2014,35000,2013,Individual,1st owner,15000,72973.0,Two Wheeler,Petrol,NaN
313,Royal Enfield Classic 350,162000,2018,Individual,1st owner,17365,,Two Wheeler,Petrol,NaN
314,Hero Honda Hunk,28000,2009,Individual,1st owner,40000,,Two Wheeler,Petrol,NaN
315,Royal Enfield Interceptor 650,285000,2019,Individual,1st owner,5500,,Two Wheeler,Petrol,NaN
316,Royal Enfield Classic 350,125000,2017,Individual,1st owner,33900,,Two Wheeler,Petrol,NaN
317,Bajaj Pulsar 150 [2001-2011],15000,2005,Individual,1st owner,47670,,Two Wheeler,Petrol,NaN
318,Honda Activa [2000-2015],29500,2013,Individual,1st owner,45000,50267.0,Two Wheeler,Petrol,NaN
319,TVS Apache RR310,200000,2019,Individual,1st owner,5000,,Two Wheeler,Petrol,NaN
320,Jawa Standard,160000,2019,Individual,1st owner,5700,,Two Wheeler,Petrol,NaN
321,Hero Honda Splendor PRO,30000,2012,Individual,1st owner,22866,,Two Wheeler,Petrol,NaN
322,Yamaha FZ25,110000,2019,Individual,1st owner,10000,133680.0,Two Wheeler,Petrol,NaN
323,Bajaj Pulsar 220F,70000,2016,Individual,1st owner,31000,,Two Wheeler,Petrol,NaN
324,Yamaha Fascino 110,69000,2019,Individual,1st owner,1600,57112.0,Two Wheeler,Petrol,NaN
325,Yamaha FZ16,30000,2011,Individual,1st owner,44000,78712.0,Two Wheeler,Petrol,NaN
326,Yamaha FZ16,30000,2010,Individual,1st owner,70000,78712.0,Two Wheeler,Petrol,NaN
327,TVS Star City Plus,42000,2017,Individual,1st owner,21000,,Two Wheeler,Petrol,NaN
328,Royal Enfield Classic 350,160000,2018,Individual,1st owner,17365,,Two Wheeler,Petrol,NaN
329,Bajaj Pulsar 135 LS,20000,2010,Individual,1st owner,80000,64589.0,Two Wheeler,Petrol,NaN
330,Suzuki Access 125,45000,2017,Individual,1st owner,15000,,Two Wheeler,Petrol,NaN
331,Bajaj Pulsar 135 LS,23000,2010,Individual,1st owner,77000,64589.0,Two Wheeler,Petrol,NaN
332,UM Renegade Commando,140000,2017,Individual,2nd owner,40000,180525.0,Two Wheeler,Petrol,NaN
333,Hero Honda Splendor Plus,12000,2005,Individual,1st owner,48000,,Two Wheeler,Petrol,NaN
334,Hero Passion PRO i3s,50000,2017,Individual,1st owner,18000,56925.0,Two Wheeler,Petrol,NaN
335,Royal Enfield Classic 350,140000,2018,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
336,Honda Activa 5G,55000,2019,Individual,1st owner,9000,59422.0,Two Wheeler,Petrol,NaN
337,Yamaha Fascino 110,45000,2016,Individual,1st owner,56000,54500.0,Two Wheeler,Petrol,NaN
338,Hero Splendor Plus,25000,2012,Individual,1st owner,50000,,Two Wheeler,Petrol,NaN
339,Royal Enfield Thunderbird 350,90000,2014,Individual,1st owner,12000,,Two Wheeler,Petrol,NaN
340,Yamaha YZF R15 V3,120000,2018,Individual,1st owner,11500,,Two Wheeler,Petrol,NaN
341,KTM RC 200,120000,2015,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
342,TVS Radeon,35000,2017,Individual,1st owner,20000,66492.0,Two Wheeler,Petrol,NaN
343,Hero HF Deluxe,35000,2017,Individual,1st owner,27000,,Two Wheeler,Petrol,NaN
344,BMW G310GS,300000,2018,Individual,1st owner,2500,349000.0,Two Wheeler,Petrol,NaN
345,Royal Enfield Thunderbird 350,87000,2012,Individual,1st owner,20477,,Two Wheeler,Petrol,NaN
346,Hero Honda Splendor Plus,18000,2010,Individual,1st owner,35700,,Two Wheeler,Petrol,NaN
347,Yamaha FZ S V 2.0,50000,2014,Individual,1st owner,70000,84042.0,Two Wheeler,Petrol,NaN
348,Bajaj Avenger Street 220,60000,2016,Individual,1st owner,29000,95955.0,Two Wheeler,Petrol,NaN
349,Hero Honda Splendor Plus,15000,2004,Individual,1st owner,14500,,Two Wheeler,Petrol,NaN
350,Bajaj Platina 100,30000,2018,Individual,1st owner,37000,,Two Wheeler,Petrol,NaN
351,Royal Enfield Thunderbird 350X,160000,2018,Individual,1st owner,3246,,Two Wheeler,Petrol,NaN
352,Honda CB Unicorn 150,50000,2016,Individual,1st owner,27000,74295.0,Two Wheeler,Petrol,NaN
353,Suzuki Gixxer [2014-2018],62000,2017,Individual,1st owner,15000,78316.0,Two Wheeler,Petrol,NaN
354,Bajaj Platina 100,45000,2019,Individual,1st owner,15000,,Two Wheeler,Petrol,NaN
355,Royal Enfield Thunderbird 350,120000,2017,Individual,1st owner,4050,,Two Wheeler,Petrol,NaN
356,Royal Enfield Thunderbird 500,125000,2014,Individual,1st owner,25000,190874.0,Two Wheeler,Petrol,NaN
357,Bajaj Pulsar AS150,50000,2015,Individual,1st owner,5000,80821.0,Two Wheeler,Petrol,NaN
358,Bajaj Pulsar 150,30000,2012,Individual,2nd owner,5000,,Two Wheeler,Petrol,NaN
359,Hero Pleasure,40000,2014,Individual,1st owner,14000,51600.0,Two Wheeler,Petrol,NaN
360,Honda Aviator,41000,2013,Individual,1st owner,36500,63537.0,Two Wheeler,Petrol,NaN
361,Royal Enfield Thunderbird 350,120000,2017,Individual,2nd owner,9000,,Two Wheeler,Petrol,NaN
362,Hero Ignitor,35000,2014,Individual,1st owner,33200,67722.0,Two Wheeler,Petrol,NaN
363,Hero Honda CD100SS,10000,1997,Individual,1st owner,646000,,Two Wheeler,Petrol,NaN
364,TVS Apache RTR 160,35000,2011,Individual,1st owner,25000,,Two Wheeler,Petrol,NaN
365,Hero Achiever 150,38000,2017,Individual,1st owner,26000,69750.0,Two Wheeler,Petrol,NaN
366,Vespa LX 125,50000,2015,Individual,1st owner,3909,77900.0,Two Wheeler,Petrol,NaN
367,Honda Activa 3G,40000,2015,Individual,1st owner,7672,54605.0,Two Wheeler,Petrol,NaN
368,Hero Splendor Plus i3s,70000,2019,Individual,1st owner,3000,55600.0,Two Wheeler,Petrol,NaN
369,Royal Enfield Classic 350,140000,2016,Individual,1st owner,3654,,Two Wheeler,Petrol,NaN
370,Hero Maestro,26500,2016,Individual,2nd owner,40000,53830.0,Two Wheeler,Petrol,NaN
371,Hero Glamour 125,38000,2016,Dealer,1st owner,5500,61600.0,Two Wheeler,Petrol,NaN
372,Yamaha FZ16,60000,2016,Individual,1st owner,29950,78712.0,Two Wheeler,Petrol,NaN
373,Royal Enfield Himalayan,145000,2017,Individual,1st owner,14000,,Two Wheeler,Petrol,NaN
374,Yamaha FZ S V 2.0,78000,2017,Individual,1st owner,26100,84480.0,Two Wheeler,Petrol,NaN
375,Hero Maestro Edge,58000,2018,Individual,1st owner,6000,54580.0,Two Wheeler,Petrol,NaN
376,Yamaha FZ25,130000,2017,Individual,1st owner,4000,132680.0,Two Wheeler,Petrol,NaN
377,TVS Victor,20000,2001,Individual,1st owner,50000,54852.0,Two Wheeler,Petrol,NaN
378,Bajaj Dominar 400 [2018],150000,2018,Individual,1st owner,5475,163331.0,Two Wheeler,Petrol,NaN
379,Bajaj Pulsar 180,32000,2012,Individual,1st owner,40000,85011.0,Two Wheeler,Petrol,NaN
380,Bajaj Pulsar 180,50000,2017,Individual,1st owner,20500,85011.0,Two Wheeler,Petrol,NaN
381,KTM 200 Duke,120000,2017,Individual,1st owner,4100,,Two Wheeler,Petrol,NaN
382,Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,23097,80435.0,Two Wheeler,Petrol,NaN
383,Bajaj Discover 100 M,20000,2011,Individual,1st owner,37734,44756.0,Two Wheeler,Petrol,NaN
384,Royal Enfield Bullet 350 [2007-2011],65000,2011,Individual,2nd owner,65000,,Two Wheeler,Petrol,NaN
385,Yamaha YZF R15 S,70000,2016,Individual,1st owner,8000,117926.0,Two Wheeler,Petrol,NaN
386,Yamaha FZ V 2.0,35000,2014,Individual,1st owner,13500,81508.0,Two Wheeler,Petrol,NaN
387,Bajaj Avenger Street 220,95000,2018,Individual,1st owner,23000,95955.0,Two Wheeler,Petrol,NaN
388,Bajaj Pulsar 150,8000,2005,Individual,1st owner,58000,,Two Wheeler,Petrol,NaN
389,Royal Enfield Thunderbird 350,85000,2010,Individual,1st owner,15000,,Two Wheeler,Petrol,NaN
390,Hero Achiever 150,65000,2016,Individual,1st owner,29000,69750.0,Two Wheeler,Petrol,NaN
391,Hero Passion Pro 110,39000,2013,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
392,Hero Duet,45000,2017,Individual,1st owner,35000,50280.0,Two Wheeler,Petrol,NaN
393,Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,45137,80435.0,Two Wheeler,Petrol,NaN
394,Royal Enfield Classic Stealth Black,160000,2018,Individual,1st owner,7500,204977.0,Two Wheeler,Petrol,NaN
395,Bajaj Pulsar 150,35000,2011,Individual,1st owner,35600,,Two Wheeler,Petrol,NaN
396,Bajaj Pulsar 135 LS,40000,2018,Individual,1st owner,15000,64589.0,Two Wheeler,Petrol,NaN
397,Yamaha Fazer [2009-2016],40000,2012,Individual,1st owner,7353,84751.0,Two Wheeler,Petrol,NaN
398,Honda CB Hornet 160R,56000,2017,Individual,2nd owner,13200,87543.0,Two Wheeler,Petrol,NaN
399,Honda CB Unicorn Dazzler,22000,2011,Individual,1st owner,38350,71757.0,Two Wheeler,Petrol,NaN
400,Yamaha YBR 125,36000,2014,Individual,1st owner,20400,54593.0,Two Wheeler,Petrol,NaN
401,Suzuki Intruder 150 Fi,100000,2018,Individual,1st owner,14500,110240.0,Two Wheeler,Petrol,NaN
402,Bajaj V15,42000,2016,Individual,1st owner,19500,67187.0,Two Wheeler,Petrol,NaN
403,Royal Enfield Electra 5 S,85000,2008,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
404,Hero Passion PRO TR,45000,2014,Individual,1st owner,36000,54586.0,Two Wheeler,Petrol,NaN
405,Yamaha FZ25,145000,2019,Individual,1st owner,4500,133680.0,Two Wheeler,Petrol,NaN
406,Hero Karizma [2003-2014],50000,2013,Individual,1st owner,38000,85766.0,Two Wheeler,Petrol,NaN
407,Royal Enfield Interceptor 650,270000,2019,Individual,1st owner,9000,,Two Wheeler,Petrol,NaN
408,Royal Enfield Thunderbird 350,60000,2006,Individual,1st owner,40000,,Two Wheeler,Petrol,NaN
409,Royal Enfield Classic Squadron Blue,140000,2017,Individual,1st owner,25000,181445.0,Two Wheeler,Petrol,NaN
410,Hero Honda Splendor Plus,28000,2008,Individual,1st owner,70889,,Two Wheeler,Petrol,NaN
411,KTM 390 Duke ABS [2013-2016],180000,2015,Individual,2nd owner,13125,202127.0,Two Wheeler,Petrol,NaN
412,Bajaj Pulsar 180,42000,2014,Individual,2nd owner,19600,85011.0,Two Wheeler,Petrol,NaN
413,Suzuki Access 125 [2007-2016],16000,2011,Individual,1st owner,40000,58314.0,Two Wheeler,Petrol,NaN
414,Hero Splendor iSmart,40000,2015,Individual,1st owner,19055,52271.0,Two Wheeler,Petrol,NaN
415,Bajaj Pulsar 180,38000,2012,Individual,2nd owner,57000,85011.0,Two Wheeler,Petrol,NaN
416,Yamaha YZF R15 S,85000,2017,Individual,1st owner,13000,117926.0,Two Wheeler,Petrol,NaN
417,Honda Aviator,28000,2013,Individual,1st owner,28087,63537.0,Two Wheeler,Petrol,NaN
418,KTM 200 Duke,135000,2018,Individual,1st owner,24000,,Two Wheeler,Petrol,NaN
419,Royal Enfield Thunderbird 350,120000,2016,Individual,1st owner,24600,,Two Wheeler,Petrol,NaN
420,Hero Karizma ZMR,37000,2010,Individual,1st owner,27500,108000.0,Two Wheeler,Petrol,NaN
421,Royal Enfield Classic Chrome,135000,2015,Individual,1st owner,45000,189313.0,Two Wheeler,Petrol,NaN
422,Hero Honda Splendor,10000,2000,Individual,1st owner,61000,,Two Wheeler,Petrol,NaN
423,Mahindra Rodeo,20000,2013,Individual,1st owner,7000,47343.0,Two Wheeler,Petrol,NaN
424,TVS Apache RTR 160,83299,2019,Individual,1st owner,6400,,Two Wheeler,Petrol,NaN
425,Yamaha Fazer FI V 2.0 [2016-2018],65000,2018,Individual,1st owner,3500,89643.0,Two Wheeler,Petrol,NaN
426,Honda Activa 5G,50000,2018,Individual,1st owner,14000,59422.0,Two Wheeler,Petrol,NaN
427,Bajaj Pulsar 220 Fi,65000,2013,Individual,1st owner,6409,,Two Wheeler,Petrol,NaN
428,Hero Honda Karizma ZMR [2010],45000,2012,Individual,3rd owner,44000,,Two Wheeler,Petrol,NaN
429,Honda CB Hornet 160R,60000,2017,Individual,1st owner,16500,92210.0,Two Wheeler,Petrol,NaN
430,Royal Enfield Bullet 350,110000,2015,Individual,1st owner,36000,,Two Wheeler,Petrol,NaN
431,Hero Honda CD Deluxe,14700,2005,Individual,2nd owner,30000,,Two Wheeler,Petrol,NaN
432,Yamaha Saluto,38000,2015,Individual,1st owner,15000,63180.0,Two Wheeler,Petrol,NaN
433,Suzuki Access 125,70000,2018,Individual,1st owner,14500,,Two Wheeler,Petrol,NaN
434,TVS Sport,35000,2018,Individual,1st owner,26600,,Two Wheeler,Petrol,NaN
435,Hero Honda Glamour,19000,2012,Individual,1st owner,32000,,Two Wheeler,Petrol,NaN
436,KTM 125 Duke,130000,2019,Individual,1st owner,3500,,Two Wheeler,Petrol,NaN
437,Bajaj Pulsar NS200,50000,2013,Dealer,1st owner,58203,,Two Wheeler,Petrol,NaN
438,Bajaj Pulsar 150 [2001-2011],18000,2005,Individual,1st owner,21885,,Two Wheeler,Petrol,NaN
439,Hero Xtreme 200R,87000,2019,Individual,1st owner,3200,93400.0,Two Wheeler,Petrol,NaN
440,Hero Honda Splendor Plus,40000,2007,Individual,1st owner,40000,,Two Wheeler,Petrol,NaN
441,Bajaj Discover 150S,35000,2015,Individual,1st owner,28000,63331.0,Two Wheeler,Petrol,NaN
442,Honda CBR-250R,100000,2011,Individual,2nd owner,3500,171646.0,Two Wheeler,Petrol,NaN
443,Hero Pleasure,30000,2013,Individual,1st owner,24000,51600.0,Two Wheeler,Petrol,NaN
444,Bajaj Avenger Cruise 220,95000,2018,Individual,1st owner,1800,,Two Wheeler,Petrol,NaN
445,Bajaj Discover 125 ST,25000,2012,Individual,1st owner,76000,58438.0,Two Wheeler,Petrol,NaN
446,Bajaj Pulsar 150 [2001-2011],26500,2010,Individual,1st owner,52500,,Two Wheeler,Petrol,NaN
447,Bajaj Boxer,12000,2008,Individual,1st owner,17500,,Two Wheeler,Petrol,NaN
448,Bajaj Pulsar 150,20000,2006,Individual,1st owner,41000,,Two Wheeler,Petrol,NaN
449,Royal Enfield Classic Signals,195000,2018,Individual,1st owner,2845,164095.0,Two Wheeler,Petrol,NaN
450,Bajaj Pulsar 180,14900,2007,Individual,1st owner,50000,85011.0,Two Wheeler,Petrol,NaN
451,Honda Dream Yuga,48000,2018,Individual,1st owner,7110,56147.0,Two Wheeler,Petrol,NaN
452,Yamaha FZ S [2012-2016],40000,2014,Individual,1st owner,27785,79432.0,Two Wheeler,Petrol,NaN
453,Honda CB Unicorn,45000,2010,Individual,1st owner,75000,71681.0,Two Wheeler,Petrol,NaN
454,Honda Shine,25000,2010,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
455,Honda Activa 3G,25000,2011,Individual,1st owner,20000,54605.0,Two Wheeler,Petrol,NaN
456,Honda Activa [2000-2015],10000,2009,Individual,1st owner,60000,50267.0,Two Wheeler,Petrol,NaN
457,Mahindra Flyte,22000,2009,Individual,3rd owner,20000,44493.0,Two Wheeler,Petrol,NaN
458,Honda Activa 3G,45000,2015,Individual,1st owner,18000,54605.0,Two Wheeler,Petrol,NaN
459,KTM 250 Duke,135000,2017,Individual,1st owner,16500,,Two Wheeler,Petrol,NaN
460,Yamaha Ray Z,75000,2017,Individual,1st owner,15000,52949.0,Two Wheeler,Petrol,NaN
461,Bajaj Pulsar 135 LS,24000,2010,Individual,1st owner,45000,64589.0,Two Wheeler,Petrol,NaN
462,Yamaha FZ16,45000,2016,Individual,1st owner,37000,78712.0,Two Wheeler,Petrol,NaN
463,Hero Passion PRO i3s,55000,2017,Individual,1st owner,14600,54475.0,Two Wheeler,Petrol,NaN
464,Bajaj Discover 125,10000,2006,Individual,1st owner,51000,57549.0,Two Wheeler,Petrol,NaN
465,Royal Enfield Classic 350,135000,2017,Individual,1st owner,15000,,Two Wheeler,Petrol,NaN
466,Honda CB Unicorn 150,55000,2017,Individual,1st owner,12000,74295.0,Two Wheeler,Petrol,NaN
467,Bajaj Avenger [2015],35000,2012,Individual,1st owner,15000,75502.0,Two Wheeler,Petrol,NaN
468,Bajaj Super,20000,1988,Individual,1st owner,21000,,Two Wheeler,Petrol,NaN
469,Bajaj Pulsar 150,26000,2012,Individual,2nd owner,65000,,Two Wheeler,Petrol,NaN
470,Honda Activa [2000-2015],23000,2009,Individual,1st owner,95000,50267.0,Two Wheeler,Petrol,NaN
471,Royal Enfield Classic Desert Storm,150000,2015,Individual,1st owner,23000,181445.0,Two Wheeler,Petrol,NaN
472,Hero Honda CD Deluxe,24700,2012,Individual,2nd owner,40000,,Two Wheeler,Petrol,NaN
473,Hero Duet,35000,2016,Individual,2nd owner,49637,54080.0,Two Wheeler,Petrol,NaN
474,Hero Honda Passion PRO [2012],12000,2012,Individual,1st owner,90000,,Two Wheeler,Petrol,NaN
475,Royal Enfield Classic 350,150000,2017,Individual,1st owner,7000,,Two Wheeler,Petrol,NaN
476,Honda Activa 3G,50000,2016,Individual,1st owner,5326,54605.0,Two Wheeler,Petrol,NaN
477,Honda Activa [2000-2015],25000,2009,Individual,1st owner,585659,50267.0,Two Wheeler,Petrol,NaN
478,Hero Honda CD100,15000,1999,Dealer,2nd owner,10000,,Two Wheeler,Petrol,NaN
479,Hero Super Splendor,35000,2014,Individual,2nd owner,37541,,Two Wheeler,Petrol,NaN
480,Honda CB Trigger,45000,2015,Individual,1st owner,36000,83437.0,Two Wheeler,Petrol,NaN
481,Honda Dream Yuga,25000,2013,Individual,1st owner,29000,56147.0,Two Wheeler,Petrol,NaN
482,Hero Honda Passion Plus,40000,2018,Individual,1st owner,29000,,Two Wheeler,Petrol,NaN
483,TVS Spectra,17000,2008,Individual,1st owner,50000,,Two Wheeler,Petrol,NaN
484,Hero Ignitor,30000,2016,Individual,1st owner,18000,67722.0,Two Wheeler,Petrol,NaN
485,Hero Honda CD100,15000,2000,Individual,1st owner,50000,,Two Wheeler,Petrol,NaN
486,Bajaj Pulsar 220F,60000,2017,Individual,2nd owner,40000,,Two Wheeler,Petrol,NaN
487,Hero Splendor Plus,30000,2013,Individual,1st owner,20000,,Two Wheeler,Petrol,NaN
488,Yamaha YZF R15 [2011-2018],60000,2012,Individual,1st owner,22000,118997.0,Two Wheeler,Petrol,NaN
489,Honda Activa 3G,32000,2015,Individual,1st owner,4500,54605.0,Two Wheeler,Petrol,NaN
490,Bajaj Discover 150,30000,2012,Individual,1st owner,50000,54299.0,Two Wheeler,Petrol,NaN
491,Bajaj Pulsar 150 [2001-2011],55000,2010,Individual,1st owner,42000,,Two Wheeler,Petrol,NaN
492,Bajaj Avenger Street 150 [2018],75000,2016,Individual,1st owner,35000,80435.0,Two Wheeler,Petrol,NaN
493,TVS Star City Plus,52000,2017,Individual,1st owner,25000,,Two Wheeler,Petrol,NaN
494,Bajaj Discover 125,38000,2018,Individual,1st owner,34000,60122.0,Two Wheeler,Petrol,NaN
495,Bajaj Discover 135,12000,2007,Individual,1st owner,60000,,Two Wheeler,Petrol,NaN
496,Honda CB Shine SP,47000,2017,Individual,1st owner,73000,64750.0,Two Wheeler,Petrol,NaN
497,Honda Activa [2000-2015],22000,2014,Individual,1st owner,38000,50267.0,Two Wheeler,Petrol,NaN
498,Bajaj Avenger [2015],65000,2015,Individual,1st owner,26000,75502.0,Two Wheeler,Petrol,NaN
499,Bajaj Platina 100,23000,2013,Individual,2nd owner,24000,,Two Wheeler,Petrol,NaN
